custom_list_view, average_frame_build_time_millis, 90th_percentile_frame_build_time_millis, 99th_percentile_frame_build_time_millis, worst_frame_build_time_millis, missed_frame_build_budget_count, average_frame_rasterizer_time_millis, 90th_percentile_frame_rasterizer_time_millis, 99th_percentile_frame_rasterizer_time_millis, worst_frame_rasterizer_time_millis, missed_frame_rasterizer_budget_count, frame_count, frame_rasterizer_count, new_gen_gc_count, old_gen_gc_count, frame_build_times, frame_rasterizer_times, frame_begin_times, frame_rasterizer_begin_times, average_vsync_transitions_missed, 90th_percentile_vsync_transitions_missed, 99th_percentile_vsync_transitions_missed, average_vsync_frame_lag, 90th_percentile_vsync_frame_lag, 99th_percentile_vsync_frame_lag, average_layer_cache_count, 90th_percentile_layer_cache_count, 99th_percentile_layer_cache_count, worst_layer_cache_count, average_layer_cache_memory, 90th_percentile_layer_cache_memory, 99th_percentile_layer_cache_memory, worst_layer_cache_memory, average_picture_cache_count, 90th_percentile_picture_cache_count, 99th_percentile_picture_cache_count, worst_picture_cache_count, average_picture_cache_memory, 90th_percentile_picture_cache_memory, 99th_percentile_picture_cache_memory, worst_picture_cache_memory, total_ui_gc_time, 30hz_frame_percentage, 60hz_frame_percentage, 80hz_frame_percentage, 90hz_frame_percentage, 120hz_frame_percentage, illegal_refresh_rate_frame_count
, "2.9952", "7.281", "7.292", "7.292", "0", "0.6747500000000001", "0.76", "0.935", "0.935", "0", "10", "8", "4", "0", "[7246, 7292, 7281, 5946, 446, 406, 448, 612, 143, 132]", "[760, 747, 935, 726, 444, 456, 686, 644]", "[0, 16665, 33330, 50005, 66671, 83333, 100000, 116665, 233341, 350005]", "[0, 16652, 31991, 42930, 59583, 76248, 93110, 209664]", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.3333333333333333", "1.0", "1.0", "1.0", "0.10990899999999999", "0.329727", "0.329727", "0.329727", "9.2", "0.0", "100.0", "0.0", "0.0", "0.0", "0"
, "2.9896000000000003", "7.28", "7.308", "7.308", "0", "0.6827777777777778", "0.863", "1.163", "1.163", "0", "10", "9", "4", "0", "[7308, 7280, 7043, 5899, 436, 406, 341, 779, 106, 298]", "[1163, 745, 863, 727, 438, 432, 450, 701, 626]", "[0, 16663, 33323, 49987, 66665, 83332, 99985, 116659, 233321, 350011]", "[0, 16681, 33106, 48628, 59612, 76262, 92897, 109966, 226295]", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.4", "1.0", "1.0", "1.0", "0.1318908", "0.329727", "0.329727", "0.329727", "8.586", "0.0", "100.0", "0.0", "0.0", "0.0", "0"
, "2.9574", "7.308", "7.309", "7.309", "0", "0.7085555555555556", "0.874", "1.081", "1.081", "0", "10", "9", "4", "0", "[7069, 7309, 7308, 5794, 444, 401, 421, 582, 141, 105]", "[1081, 773, 874, 740, 467, 457, 466, 694, 825]", "[0, 16660, 33329, 49994, 66660, 83333, 99991, 116660, 233331, 349989]", "[0, 16936, 33598, 48755, 59840, 76504, 93160, 110014, 226539]", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.4", "1.0", "1.0", "1.0", "0.1318908", "0.329727", "0.329727", "0.329727", "8.616999999999999", "0.0", "100.0", "0.0", "0.0", "0.0", "0"
